Student_ID,Name,Email,Target,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,Inflation rate,GDP,Performance_Ratio_avg,GPA_avg_scaled,Health_Risk_Proxy,Stress_Level_Proxy,Study_Hours_Proxy,Sleep_Quality_Proxy,Mental_Depression,Mental_Anxiety,Social_Media_Hours,Transport_User,Avg_Attendance,Teacher_Consultancy,StudentWorker,Living_With_Family
10557,Noah Anderson,noah.anderson@university.edu,Dropout,17,4,9119,129,34,36,0,5,118.9,0,1,1,0,18,7.6,2.6,0.32,0.6,2.3,1,5.85,30.21,3,0,0,3,0,66,1,1,0
10558,Sophia Taylor,sophia.taylor@college.org,Graduate,17,1,9085,128,38,19,8,8,117.2,0,1,1,0,20,12.7,3.7,-1.7,1,2.88,1,4.42,40.85,2,1,1,1,0,87,1,0,0
10559,Liam Brown,liam.brown@college.org,Graduate,39,1,9003,120,3,4,2,2,120,0,1,1,0,27,16.2,0.3,-0.92,0.83,2.45,1,2.3,19.3,3,0,1,6,0,100,1,1,0
10560,Ava Martin,ava.martin@university.edu,Graduate,1,1,8014,130,1,1,9,9,118.1,0,1,1,0,20,7.6,2.6,0.32,1,2.42,1,4.47,38.17,2,0,0,2,0,88,1,0,0
10561,Emma Thomas,emma.thomas@university.edu,Dropout,1,1,9147,130,38,37,9,9,124.8,0,1,1,0,22,7.6,2.6,0.32,0.1,1.2,1,4.05,38.17,2,0,0,2,0,99,0,1,0
10562,Isabella Harris,isabella.harris@college.org,Dropout,17,6,9119,111,19,3,5,10,106.5,0,1,1,0,19,12.4,0.5,1.79,0.6,2.13,1,2.73,46.61,2,0,0,5,0,90,1,1,0
10563,Emma Taylor,emma.taylor@college.org,Enrolled,1,6,9147,121,3,19,4,5,116.8,0,1,1,0,20,13.9,-0.3,0.79,0.8,2.32,1,2.18,20.29,3,0,0,1,0,75,1,1,0
10564,Ava Harris,ava.harris@studentmail.com,Dropout,39,1,9085,133.1,1,1,4,4,120,0,0,1,0,29,9.4,-0.8,-3.12,0,0,2,4.93,28.58,2,0,0,5,0,100,0,1,1
10565,Isabella Jackson,isabella.jackson@college.org,Graduate,1,2,9500,149,3,1,9,9,137.5,0,1,1,0,19,12.7,3.7,-1.7,0.88,2.77,1,4.94,27.95,1,1,0,4,0,89,1,1,0
10566,Lucas Jackson,lucas.jackson@studentmail.com,Enrolled,39,2,9991,172,19,37,9,8,150,0,1,0,1,28,9.4,-0.8,-3.12,1,2.08,2,2.66,31.48,3,0,1,3,1,80,1,0,0
10567,Ava Thomas,ava.thomas@college.org,Graduate,1,1,9238,134,37,37,5,5,120.4,0,1,0,0,20,7.6,2.6,0.32,1,2.32,1,2.17,25.92,3,1,1,5,1,100,0,0,1
10568,Lucas White,lucas.white@university.edu,Graduate,1,4,9070,136,37,37,9,8,136.7,0,1,0,0,20,10.8,1.4,1.74,0.83,2.71,3,7.47,21.08,1,1,1,5,1,96,0,1,1
10569,Emma Johnson,emma.johnson@studentmail.com,Dropout,39,1,8014,133.1,34,5,0,1,118.5,0,1,0,0,31,7.6,2.6,0.32,0,0,2,7.63,60,3,1,1,1,1,100,0,0,1
10570,Olivia Harris,olivia.harris@university.edu,Graduate,17,5,9500,141,12,1,5,5,133,0,1,0,0,18,13.9,-0.3,0.79,0.94,2.52,2,9.22,53.83,1,1,1,2,1,90,0,0,1
10571,Isabella Martin,isabella.martin@university.edu,Enrolled,17,1,9670,141,1,19,8,7,128.8,0,1,0,0,19,8.9,1.4,3.51,1,2.81,2,4.19,26.39,3,1,1,5,1,86,0,1,1
10572,Olivia Martin,olivia.martin@university.edu,Graduate,1,1,9147,148,37,38,9,8,133,0,1,0,0,18,13.9,-0.3,0.79,0.8,2.48,2,3.94,32.36,3,1,1,2,1,100,0,0,1
10573,Noah Martin,noah.martin@college.org,Graduate,17,1,9254,102,37,37,7,7,102,0,1,0,0,19,10.8,1.4,1.74,0.83,2.34,3,3.74,23.12,1,1,1,2,1,100,0,0,1
10574,Sophia Harris,sophia.harris@studentmail.com,Graduate,1,1,9147,143,1,19,3,3,133.9,0,1,0,1,18,12.7,3.7,-1.7,1,3.02,2,5.75,28.9,3,0,0,1,1,99,1,1,0
10575,Isabella Johnson,isabella.johnson@college.org,Graduate,17,1,9085,120,38,19,90,90,127,0,1,0,0,19,7.6,2.6,0.32,0.8,2.52,2,8.59,28.19,3,1,1,4,1,90,0,1,1
10576,Noah Jackson,noah.jackson@studentmail.com,Graduate,17,1,9773,121,38,38,9,8,120.4,0,1,0,1,18,15.5,2.8,-4.06,1,2.51,2,6.25,11.88,3,0,0,11,1,90,1,0,0
10577,Noah Smith,noah.smith@studentmail.com,Graduate,1,3,9254,122,37,37,9,3,124.5,0,1,0,0,19,7.6,2.6,0.32,0.75,2.37,2,4.08,41.55,2,1,1,5,1,90,0,1,1
10578,Ava White,ava.white@college.org,Graduate,1,4,9556,122,37,1,5,4,123.9,0,1,0,0,19,13.9,-0.3,0.79,1,2.6,3,5.84,31.62,3,1,1,1,1,87,0,0,1
10579,Sophia Smith,sophia.smith@college.org,Graduate,1,2,9670,123,19,1,9,3,117.8,0,1,0,0,18,10.8,1.4,1.74,1,2.84,3,3.12,34.68,1,1,1,4,1,100,0,0,1
10580,Lucas Smith,lucas.smith@college.org,Enrolled,1,1,9500,133,3,19,2,8,126.7,0,1,0,0,19,16.2,0.3,-0.92,0.64,2.42,2,2.2,30.23,1,1,1,5,1,98,0,0,1
10581,Sophia White,sophia.white@studentmail.com,Graduate,44,1,9670,110,37,1,9,4,110,0,1,0,1,20,11.1,0.6,2.02,1,2.57,2,7.27,29.85,2,0,0,1,1,100,1,1,0
10582,Noah Smith,noah.smith@college.org,Enrolled,17,1,9670,155,1,19,4,8,134.7,0,1,0,0,20,12.7,3.7,-1.7,0.75,2.64,3,3.68,25.42,1,1,1,2,1,56,0,0,1
10583,Liam Anderson,liam.anderson@university.edu,Enrolled,17,1,9003,119,37,37,4,6,113.2,1,1,0,0,20,11.1,0.6,2.02,0.92,2.73,3,2.57,19.52,2,1,1,2,1,100,0,0,1
10584,Sophia Harris,sophia.harris@studentmail.com,Dropout,39,1,9991,120,37,37,9,9,141,0,1,0,0,29,10.8,1.4,1.74,0.79,2.3,2,2.37,40.99,3,0,1,3,1,100,0,0,1
10585,Sophia Taylor,sophia.taylor@university.edu,Dropout,17,1,9853,133.1,38,12,7,0,111.5,0,0,0,1,20,7.6,2.6,0.32,0.58,2.2,2,6.08,25.58,3,0,0,1,1,100,1,0,0
10586,James Brown,james.brown@university.edu,Dropout,39,1,9853,143,37,1,9,10,140,1,0,0,0,31,8.9,1.4,3.51,0.79,2.53,2,8.39,30.39,1,0,0,2,0,99,0,1,1
10587,Sophia Brown,sophia.brown@university.edu,Graduate,17,1,9670,149,19,37,7,4,134.3,0,1,0,0,20,10.8,1.4,1.74,1,2.64,3,1.31,24.09,3,1,1,8,1,90,0,0,1
10588,Olivia White,olivia.white@college.org,Graduate,17,1,9003,133,38,37,9,9,125.3,0,1,0,0,21,15.5,2.8,-4.06,1,2.34,2,3.1,29.82,3,1,1,5,1,90,0,0,1
10589,James White,james.white@studentmail.com,Dropout,7,1,9130,140,19,38,9,9,140,0,1,0,0,23,12.4,0.5,1.79,0,0,2,5.05,20.14,2,1,1,4,1,85,0,0,1
10590,Noah Thomas,noah.thomas@studentmail.com,Dropout,17,5,9070,122,19,38,5,7,119.6,1,0,0,0,21,10.8,1.4,1.74,0.67,2.46,3,3.17,23.61,1,1,0,3,0,98,0,1,1
10591,Olivia Thomas,olivia.thomas@college.org,Graduate,7,1,9500,170,1,1,9,4,170,0,1,0,0,24,16.2,0.3,-0.92,1,3.26,2,1.36,30.69,3,1,1,1,1,95,0,0,1
10592,Sophia White,sophia.white@studentmail.com,Graduate,39,1,8014,120,1,1,4,4,150.5,0,1,0,0,27,15.5,2.8,-4.06,1,2.48,2,6.24,35.87,3,1,1,1,1,100,0,0,1
10593,Ethan Smith,ethan.smith@studentmail.com,Graduate,1,1,9500,143,1,37,3,8,128,0,1,0,1,18,13.9,-0.3,0.79,1,2.89,2,5.1,28.9,3,0,0,5,1,90,1,0,0
10594,Ava Harris,ava.harris@university.edu,Dropout,1,3,171,115,9,1,6,6,108.7,0,0,0,0,21,9.4,-0.8,-3.12,0,0,2,3.63,36.78,1,0,0,2,0,100,0,0,1
10595,Isabella Thomas,isabella.thomas@college.org,Dropout,17,1,9130,123,19,3,3,2,121.6,1,1,0,1,19,7.6,2.6,0.32,0,0,2,6.66,23.01,3,0,0,1,1,73,1,0,0
10596,Sophia White,sophia.white@university.edu,Graduate,1,6,9500,131,38,19,7,7,125.3,0,1,0,1,19,10.8,1.4,1.74,0.88,2.47,2,7.74,33.08,3,0,1,4,1,100,1,0,0
10597,James Brown,james.brown@studentmail.com,Dropout,17,1,9085,127,19,38,194,193,117.6,0,1,0,0,18,12.4,0.5,1.79,0,0,2,4.34,54.33,1,1,1,4,1,100,0,0,1
10598,Ethan Taylor,ethan.taylor@university.edu,Enrolled,43,3,9500,126,38,37,6,5,124.3,0,1,0,1,18,7.6,2.6,0.32,0.71,2.4,2,1.82,25.66,3,1,1,1,1,90,1,0,0
10599,Ava Smith,ava.smith@university.edu,Graduate,1,2,9853,112,37,37,191,182,106.1,1,1,0,1,20,8.9,1.4,3.51,1,2.64,2,9.08,33.24,3,0,0,2,1,100,1,0,0
10600,Emma Smith,emma.smith@studentmail.com,Graduate,1,1,8014,150,1,37,4,7,139.9,0,1,0,0,24,9.4,-0.8,-3.12,0.92,2.72,1,4.39,16.11,1,1,1,2,1,90,0,0,1
10601,Ethan Jackson,ethan.jackson@studentmail.com,Graduate,1,1,9070,116,1,1,1,1,110.8,0,1,0,0,20,12.4,0.5,1.79,1,2.4,2,8.78,48.1,3,1,1,1,1,80,0,0,1
10602,Sophia Taylor,sophia.taylor@college.org,Enrolled,17,3,9147,118,1,19,5,7,118,0,1,0,0,20,12.4,0.5,1.79,0.9,2.42,2,8.15,13.99,2,1,1,5,1,100,0,0,1
10603,Ava White,ava.white@college.org,Graduate,1,1,9500,130,19,37,9,9,117.8,0,1,0,1,19,12.7,3.7,-1.7,0.88,2.47,2,6.53,14.92,2,0,1,3,1,90,1,0,0
10604,Noah Thomas,noah.thomas@studentmail.com,Graduate,1,6,9500,144,1,37,9,9,127.5,0,1,0,1,18,12.7,3.7,-1.7,0.88,2.77,2,6.53,21.19,3,0,0,5,1,98,1,0,0
10605,Ava Jackson,ava.jackson@college.org,Graduate,17,2,9238,105,37,37,7,8,129.7,0,1,0,1,20,9.4,-0.8,-3.12,1,2.3,2,4.92,20.12,2,0,0,2,1,100,1,0,0
10606,Isabella Taylor,isabella.taylor@studentmail.com,Graduate,17,1,9500,143,37,37,9,8,130.6,0,1,0,0,20,16.2,0.3,-0.92,1,2.66,2,8.16,18.67,1,1,1,6,1,88,0,0,1
10607,Ava Thomas,ava.thomas@studentmail.com,Graduate,17,2,9500,137,19,37,4,7,126.3,0,1,0,1,19,11.1,0.6,2.02,0.93,2.54,2,7.44,40.87,3,0,0,4,1,76,1,0,0
10608,Emma Thomas,emma.thomas@studentmail.com,Enrolled,44,1,9085,140,3,1,2,3,140,0,1,0,0,19,12.4,0.5,1.79,0.75,2.44,3,3.37,27.53,3,1,1,4,1,95,0,0,1
10609,Sophia White,sophia.white@college.org,Graduate,1,1,9773,133.1,3,19,4,5,105,0,1,0,0,20,12.7,3.7,-1.7,1,2.63,2,7.86,37.38,2,1,1,2,1,85,0,0,1
10610,Ava Thomas,ava.thomas@studentmail.com,Dropout,17,2,9147,116,1,38,4,3,114.6,0,1,0,0,19,13.9,-0.3,0.79,0.4,2.08,2,9.64,21.99,2,1,1,2,1,90,0,0,1
10611,Sophia Jackson,sophia.jackson@university.edu,Dropout,17,5,9853,117,38,38,9,7,114.6,0,1,0,0,19,9.4,-0.8,-3.12,0.67,2.35,1,7.9,5,3,1,1,2,1,70,0,1,1
10612,Liam White,liam.white@college.org,Graduate,17,1,9500,137,38,37,7,5,131,0,1,0,1,18,9.4,-0.8,-3.12,1,2.75,2,8.79,36.48,3,0,0,3,1,87,1,0,0
10613,Sophia Thomas,sophia.thomas@studentmail.com,Dropout,17,4,9070,116,38,37,9,9,109,0,1,0,1,23,11.1,0.6,2.02,0.75,2.6,2,6.95,42.59,3,0,0,2,1,95,1,0,0
10614,Emma Taylor,emma.taylor@college.org,Dropout,1,1,9853,133.1,19,19,9,8,132,0,1,0,0,21,12.7,3.7,-1.7,0.83,2.28,2,1.55,10.59,3,1,1,1,1,90,0,1,1
10615,Ethan Anderson,ethan.anderson@college.org,Graduate,44,1,8014,130,37,38,6,6,130,0,1,0,0,23,11.1,0.6,2.02,0.88,2.22,2,3.2,34.81,1,1,1,2,1,100,0,1,1
10616,Liam Johnson,liam.johnson@college.org,Graduate,1,3,9500,106,19,37,9,7,109.5,0,1,0,0,19,13.9,-0.3,0.79,1,2.68,1,4.79,27.43,2,1,1,5,1,88,0,0,1
10617,Lucas Johnson,lucas.johnson@college.org,Graduate,17,2,9773,125,1,38,5,6,115.9,0,1,0,0,18,12.4,0.5,1.79,1,2.72,2,9.34,33.75,1,0,1,3,1,90,0,0,1
10618,Lucas Johnson,lucas.johnson@studentmail.com,Graduate,1,1,9773,134,19,37,9,9,131.6,0,1,0,0,19,10.8,1.4,1.74,0.83,2.38,3,3.51,33.99,3,1,1,3,1,100,0,1,1
10619,Noah Johnson,noah.johnson@studentmail.com,Graduate,39,1,9500,133.1,19,37,9,9,120,0,1,0,1,25,12.7,3.7,-1.7,0.88,2.41,2,5.89,38.99,3,0,0,2,1,75,1,0,0
10620,Emma Johnson,emma.johnson@university.edu,Enrolled,1,2,9853,117,1,38,4,9,109.7,0,1,0,0,19,9.4,-0.8,-3.12,0.75,2.52,2,9.38,27.04,2,1,1,1,1,90,0,0,1
10621,Liam Jackson,liam.jackson@college.org,Graduate,1,1,9500,136,1,19,5,7,136.4,0,1,0,1,19,13.9,-0.3,0.79,1,2.83,2,5.96,40.87,3,0,0,4,1,70,1,0,0
10622,Isabella Brown,isabella.brown@university.edu,Graduate,39,1,9556,120,38,38,191,193,120,1,1,0,1,24,12.7,3.7,-1.7,0.94,2.27,2,3.79,40.83,3,0,0,2,1,90,1,0,0
10623,Isabella Johnson,isabella.johnson@university.edu,Graduate,1,1,9670,135,37,37,9,7,132.6,0,1,0,1,18,8.9,1.4,3.51,0.92,2.75,2,9.24,36.87,3,0,1,6,1,98,1,0,0
10624,Liam White,liam.white@studentmail.com,Graduate,17,5,9238,122,37,37,7,5,112.9,0,1,0,1,19,16.2,0.3,-0.92,1,2.48,2,3.45,21.53,3,0,0,1,1,80,1,0,0
10625,Liam Taylor,liam.taylor@studentmail.com,Graduate,1,5,9500,147,37,37,9,9,134.3,0,1,0,1,18,12.7,3.7,-1.7,0.88,2.53,2,6.75,25.94,3,0,1,2,1,90,1,0,0
10626,Lucas Smith,lucas.smith@college.org,Enrolled,39,1,9991,120,38,1,9,4,123.2,0,1,0,0,27,10.8,1.4,1.74,0.7,2.21,2,8.72,47.06,2,1,1,5,1,98,0,0,1
10627,Ethan Taylor,ethan.taylor@college.org,Graduate,17,3,9238,121,1,1,4,5,117.2,0,1,0,0,19,15.5,2.8,-4.06,0.83,2.28,2,3.84,27.04,3,1,1,3,1,90,0,1,1
10628,Lucas Smith,lucas.smith@college.org,Dropout,18,1,9773,135,1,1,3,3,129.8,0,1,0,1,18,12.7,3.7,-1.7,1,2.45,2,5.64,12.54,3,1,0,1,1,100,1,0,0
10629,Noah Thomas,noah.thomas@studentmail.com,Dropout,39,1,9670,130,37,37,9,0,158,1,0,0,0,34,12.7,3.7,-1.7,0.33,1.35,3,2.08,42.55,2,0,0,2,0,66,1,1,1
10630,James Smith,james.smith@university.edu,Enrolled,1,6,9147,128,37,37,9,9,116.5,0,1,0,0,18,7.6,2.6,0.32,0.5,2.27,3,5.27,10.59,2,1,1,1,1,87,0,1,1
10631,Isabella Brown,isabella.brown@college.org,Enrolled,1,1,9147,129,37,38,4,9,121,0,1,0,0,18,7.6,2.6,0.32,0.5,2.28,2,6.02,22.07,3,0,1,1,1,90,0,1,1
10632,Sophia Brown,sophia.brown@studentmail.com,Enrolled,1,3,9500,143,37,38,7,7,133.8,0,1,0,0,18,9.4,-0.8,-3.12,1,2.85,1,5.27,25.42,3,1,1,5,1,90,0,0,1
10633,Emma White,emma.white@college.org,Dropout,1,2,9773,108,38,38,7,7,115,1,0,0,0,20,8.9,1.4,3.51,0,0,2,5.14,14.93,1,1,0,4,0,80,0,1,1
10634,Liam Thomas,liam.thomas@university.edu,Enrolled,1,1,9147,130,19,37,9,9,131.8,0,1,0,1,19,7.6,2.6,0.32,0.5,2.38,2,4.65,27.14,3,1,1,3,1,95,1,0,0
10635,Liam Johnson,liam.johnson@college.org,Enrolled,1,1,9238,135,37,1,3,5,121,0,1,0,0,21,7.6,2.6,0.32,0.5,2.12,1,3.69,31.49,3,1,1,4,1,99,0,0,1
10636,Lucas White,lucas.white@college.org,Graduate,39,1,9991,140,19,19,9,7,152.4,0,1,0,0,26,10.8,1.4,1.74,1,2.68,2,7.37,17.14,2,1,1,2,1,95,0,0,1
10637,Lucas Brown,lucas.brown@college.org,Graduate,43,2,9556,120,1,19,4,3,110.2,0,1,0,0,27,10.8,1.4,1.74,1,2.54,1,5.22,23.12,3,1,1,3,1,98,0,0,1
10638,Emma Smith,emma.smith@studentmail.com,Graduate,1,1,9670,117,1,38,5,1,113.5,0,1,0,0,20,9.4,-0.8,-3.12,0.8,2.22,2,1.35,28.07,2,1,1,3,1,88,0,0,1
10639,Ava Anderson,ava.anderson@college.org,Graduate,17,1,9238,151,19,1,5,0,144.4,0,1,0,0,18,16.2,0.3,-0.92,1,3.18,3,1.33,29.49,3,1,1,5,1,100,0,0,1
10640,Liam Smith,liam.smith@university.edu,Enrolled,53,1,9085,140,1,1,5,5,143.3,0,0,0,0,23,8.9,1.4,3.51,0.71,2.72,2,4.45,41.48,3,1,1,2,1,81,0,0,1
10641,James Smith,james.smith@studentmail.com,Graduate,39,1,9500,133.1,1,5,4,3,100,0,1,0,0,24,12.7,3.7,-1.7,0.88,2.52,1,4.79,37.38,3,1,1,3,1,81,0,0,1
10642,Olivia Martin,olivia.martin@college.org,Graduate,44,1,9238,130,38,38,6,9,126.3,0,1,0,1,19,13.9,-0.3,0.79,0.92,2.37,2,6.49,25.94,3,0,0,2,1,100,1,0,0
10643,Sophia Anderson,sophia.anderson@studentmail.com,Graduate,1,1,9773,125,19,38,3,5,115.9,0,1,0,0,19,10.8,1.4,1.74,0.67,2.28,2,1.9,40.36,3,1,1,5,1,10,0,0,1
10644,Olivia Smith,olivia.smith@studentmail.com,Enrolled,1,4,9238,125,19,38,9,6,114.9,1,1,0,1,19,8.9,1.4,3.51,0.67,2.14,2,1.73,50,3,0,0,1,1,95,1,0,0
10645,James Thomas,james.thomas@college.org,Enrolled,1,1,9238,135,37,19,5,10,121,1,1,0,0,18,7.6,2.6,0.32,0.58,2.06,1,3.84,31.4,1,1,1,1,1,98,0,1,1
10646,Ava Anderson,ava.anderson@college.org,Graduate,51,1,8014,121,1,38,5,7,112.3,0,1,0,0,22,16.2,0.3,-0.92,0.83,2.24,2,2.03,10.73,3,1,1,2,1,100,0,0,1
10647,Lucas Martin,lucas.martin@studentmail.com,Graduate,43,1,9070,141,1,19,5,10,127,0,1,0,0,20,12.7,3.7,-1.7,0.83,2.48,1,3.7,30.55,3,0,1,1,1,100,0,0,1
10648,Ethan Brown,ethan.brown@studentmail.com,Dropout,39,1,9003,130,19,19,9,9,120,0,1,0,0,25,11.1,0.6,2.02,0,0,2,3.31,38.06,2,1,1,1,1,85,0,1,1
10649,Ava Taylor,ava.taylor@college.org,Graduate,44,1,9003,180,1,3,4,2,180,0,1,0,0,21,15.5,2.8,-4.06,1,3.13,2,5.37,15.42,1,1,1,3,1,100,0,0,1
10650,Olivia White,olivia.white@college.org,Enrolled,1,1,9500,117,19,19,194,193,117.4,0,1,0,0,19,11.1,0.6,2.02,0.79,2.35,2,2.5,47.7,3,1,1,5,1,99,0,0,1
10651,Liam Anderson,liam.anderson@college.org,Graduate,17,4,9773,127,1,19,4,1,115.8,0,1,0,0,18,13.9,-0.3,0.79,1,2.62,2,9.98,40.36,3,1,1,1,1,89,0,0,1
10652,Ava Martin,ava.martin@college.org,Graduate,1,3,9670,126,37,37,0,0,136.5,0,1,0,0,18,7.6,2.6,0.32,0.7,2.52,3,4.34,38.65,1,1,1,2,1,100,0,0,1
10653,Ava Martin,ava.martin@studentmail.com,Graduate,17,3,9500,143,3,3,9,7,129,0,1,1,0,19,13.9,-0.3,0.79,1,2.78,1,4.42,25.09,2,0,0,6,0,60,1,0,0
10654,Isabella Harris,isabella.harris@college.org,Graduate,1,1,9085,144,3,3,6,6,137.6,0,1,0,1,19,10.8,1.4,1.74,1,3.14,2,7.09,15.33,3,0,0,2,1,85,1,0,0
10655,Emma Anderson,emma.anderson@university.edu,Dropout,17,2,9773,126,37,38,5,5,129.5,1,0,0,0,18,10.8,1.4,1.74,0.75,2.4,2,9.43,11.06,1,0,0,2,0,99,1,1,1
10656,Emma Anderson,emma.anderson@studentmail.com,Graduate,51,1,9238,140,38,38,5,7,129.1,0,1,0,1,20,12.4,0.5,1.79,1,2.64,2,9.23,34.31,3,1,1,3,1,98,1,0,0
10657,Ethan Smith,ethan.smith@university.edu,Dropout,17,5,9500,148,1,19,4,8,130.2,0,1,0,0,19,12.4,0.5,1.79,0,0,2,3.68,37.42,2,1,1,3,1,100,0,0,1
10658,Liam Jackson,liam.jackson@college.org,Graduate,42,1,9500,100,19,37,5,7,134.3,0,1,0,0,28,16.2,0.3,-0.92,1,2.69,2,5.34,32.99,3,1,1,2,1,60,0,0,1
10659,James Anderson,james.anderson@studentmail.com,Graduate,1,1,9238,151,37,1,9,9,138.4,0,1,0,1,20,12.7,3.7,-1.7,1,2.52,2,5.13,30.73,2,0,0,1,1,95,1,0,0
10660,Noah Jackson,noah.jackson@studentmail.com,Dropout,42,1,8014,120,37,38,90,7,120,0,1,0,0,30,7.6,2.6,0.32,0.91,2.82,3,8.6,46.31,1,1,1,1,1,10,0,0,1
10661,Sophia Smith,sophia.smith@studentmail.com,Graduate,1,4,9500,135,1,19,9,7,123.5,0,1,0,1,19,12.4,0.5,1.79,1,2.4,2,7.34,24.42,3,0,0,1,1,88,1,1,0
10662,Noah Anderson,noah.anderson@studentmail.com,Graduate,1,2,9070,121,19,19,3,3,116.1,0,1,0,0,22,12.7,3.7,-1.7,0.92,2.49,2,5.22,29.29,2,0,1,5,1,100,0,0,1
10663,Sophia Martin,sophia.martin@studentmail.com,Graduate,1,1,9254,116,38,38,5,8,110.8,0,1,0,0,18,11.1,0.6,2.02,1,2.57,2,7.59,28.55,3,1,1,3,1,95,0,0,1
10664,Emma Brown,emma.brown@university.edu,Dropout,17,1,9853,147,37,37,9,9,142.8,0,1,0,0,23,7.6,2.6,0.32,0.33,2.1,3,1.51,33.12,2,1,1,5,1,98,0,0,1
10665,Ethan Smith,ethan.smith@college.org,Graduate,17,4,9070,160,1,19,5,7,155.5,0,1,0,0,18,11.1,0.6,2.02,1,2.9,1,6.78,27.97,3,1,1,1,1,90,0,0,1
10666,Noah Johnson,noah.johnson@studentmail.com,Enrolled,1,1,9853,133,37,19,7,7,126.7,0,1,0,0,18,15.5,2.8,-4.06,0.75,2.38,2,1.94,54.74,3,1,1,10,1,100,0,0,1
10667,Isabella Harris,isabella.harris@university.edu,Dropout,39,1,9773,100,37,37,0,0,163.5,1,0,1,0,50,10.8,1.4,1.74,0.08,1.5,2,2.09,36.46,1,0,0,2,0,90,0,1,1
10668,Ethan Brown,ethan.brown@studentmail.com,Graduate,17,2,9254,124,19,38,9,9,123.3,0,1,0,0,22,13.9,-0.3,0.79,1,2.15,2,6.49,25.35,1,0,1,1,1,100,0,0,1
10669,Sophia Brown,sophia.brown@university.edu,Graduate,44,1,9238,140,1,1,4,6,137.5,1,1,0,1,23,12.4,0.5,1.79,1,2.71,2,5.75,44.21,2,0,0,1,1,50,1,0,0
10670,Lucas Smith,lucas.smith@university.edu,Dropout,18,4,9085,170,1,1,4,5,166.6,1,0,0,1,20,12.7,3.7,-1.7,1,2.84,2,9.84,33.24,3,0,0,1,1,95,1,0,0
10671,Liam Anderson,liam.anderson@studentmail.com,Dropout,39,1,9238,133.1,37,37,9,10,103.5,0,0,0,0,44,13.9,-0.3,0.79,0,0,2,3.63,36.78,2,0,0,5,0,90,0,0,1
10672,Noah Thomas,noah.thomas@university.edu,Graduate,39,1,9003,133.1,37,37,9,9,110,0,1,1,0,49,15.5,2.8,-4.06,0.67,2.32,1,2.66,40.95,1,1,1,2,0,90,0,1,0
10673,James Martin,james.martin@studentmail.com,Graduate,43,1,9991,100,37,37,9,9,128.2,0,1,1,0,46,7.6,2.6,0.32,0.95,2.5,1,3.79,22.59,2,1,0,3,0,87,0,1,0
10674,Emma Brown,emma.brown@studentmail.com,Dropout,39,1,9085,120,37,37,1,9,137.7,0,0,1,0,41,12.4,0.5,1.79,1,2.33,1,1.79,32.03,3,0,1,12,0,100,1,1,0
10675,Olivia White,olivia.white@studentmail.com,Graduate,17,3,9500,133,38,19,9,8,128.8,0,1,1,0,18,13.9,-0.3,0.79,1,2.43,1,2.69,35.97,2,0,1,1,0,90,1,0,0
10676,James Taylor,james.taylor@studentmail.com,Graduate,39,1,9991,120,37,1,9,2,170,0,1,1,0,43,9.4,-0.8,-3.12,1,2.58,1,2.88,34.36,3,0,0,4,0,100,0,1,0
10677,Ava Jackson,ava.jackson@college.org,Dropout,39,2,9147,133.1,37,37,9,7,116.4,1,0,1,0,70,10.8,1.4,1.74,0,0,2,8.61,16.1,2,0,0,2,0,98,0,1,1
10678,Lucas Thomas,lucas.thomas@college.org,Dropout,39,1,9130,133.1,37,38,9,4,100.9,0,1,1,0,48,15.5,2.8,-4.06,0,0,2,7.04,33.2,2,0,0,2,0,100,0,0,1
10679,Isabella White,isabella.white@university.edu,Graduate,43,1,9003,133.1,37,37,9,7,136,0,1,1,0,41,15.5,2.8,-4.06,1,2.51,1,1.95,32.5,2,1,0,2,0,100,0,0,0
10680,Ava Harris,ava.harris@college.org,Enrolled,1,1,9254,140,19,19,9,3,130,0,1,1,0,21,12.7,3.7,-1.7,0.83,2.56,1,4.42,23.13,1,1,0,3,0,77,1,0,0
10681,Emma Martin,emma.martin@studentmail.com,Dropout,39,1,33,100,38,37,9,8,100,1,0,1,0,35,16.2,0.3,-0.92,0.21,1.12,3,5.6,35.05,2,1,0,7,0,100,0,1,1
10682,Emma Harris,emma.harris@college.org,Graduate,39,1,9130,133.1,2,1,2,9,157,0,1,1,0,44,10.8,1.4,1.74,0.8,2.95,1,2.84,39.74,1,0,0,4,0,77,0,1,0
10683,Liam Jackson,liam.jackson@university.edu,Dropout,1,1,9147,143,3,1,5,5,152.1,1,1,1,0,18,13.9,-0.3,0.79,0.6,2.68,1,3.79,28.18,1,0,1,1,0,90,1,1,0
10684,Sophia Anderson,sophia.anderson@university.edu,Graduate,1,1,8014,165,37,37,0,0,162.9,0,1,1,0,45,7.6,2.6,0.32,1,2.73,1,1.57,28.45,3,0,1,1,0,90,0,0,0
10685,Olivia Johnson,olivia.johnson@studentmail.com,Enrolled,1,1,9254,154,3,1,2,1,137.2,0,1,1,0,20,15.5,2.8,-4.06,0.67,2.08,1,3.94,34.25,3,0,1,3,0,88,0,1,0
